speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop
CH,annotated-0_51968990-1,9906300,9907470,NA,3,9903500,9904100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9910680,9911620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,9912580,9913580,1,NA,NA
CH,annotated-0_51968990-1,9911620,9912580,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9915060,9915660,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9927910,9928720,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9935110,9935890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9936940,9938430,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9954750,9956500,NA,2,NA,NA,9957500,9958100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9957500,9958100,NA,2,9954750,9956500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9959530,9960360,NA,2,NA,NA,9960360,9961020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9960360,9961020,NA,2,9959530,9960360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9972040,9973230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,9987040,9987640,NA,1,NA,NA,NA,NA,FA,9985440,9986240,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10052320,10053110,NA,2,NA,NA,10053110,10054150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10053110,10054150,NA,2,10052320,10053110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10080830,10081430,NA,1,NA,NA,NA,NA,FA,10079030,10080030,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10086180,10087500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,10088310,10089310,1,NA,NA
CH,annotated-0_51968990-1,10097840,10098740,NA,1,NA,NA,NA,NA,MA,10095590,10097040,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10103070,10103870,NA,2,NA,NA,10103870,10104990,FA,10101720,10103070,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10103870,10104990,NA,2,10103070,10103870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10107210,10107940,NA,1,NA,NA,NA,NA,FA,10106180,10107210,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10190410,10191050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10197260,10198260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10201560,10202930,NA,1,NA,NA,NA,NA,FA,10200050,10200650,1,NA,NA,FA,10203760,10204990,1,NA,NA
CH,annotated-0_51968990-1,10204990,10205750,NA,1,NA,NA,NA,NA,FA,10203760,10204990,1,NA,NA,FA,10206560,10207570,1,NA,NA
CH,annotated-0_51968990-1,10208390,10210840,NA,1,NA,NA,NA,NA,FA,10206560,10207570,1,NA,NA,FA,10210840,10211440,1,NA,NA
CH,annotated-0_51968990-1,10218450,10220330,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10230290,10231140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10232780,10233560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10235540,10236350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10241660,10242410,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,10242410,10243460,2,10244320,10245390
CH,annotated-0_51968990-1,10246750,10248310,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10249340,10251090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10252860,10253770,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10255930,10256620,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10268980,10270480,NA,2,NA,NA,10271280,10271880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10271280,10271880,NA,2,10268980,10270480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10280800,10281730,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10284190,10284930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10287420,10288220,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,10288220,10289610,1,NA,NA
CH,annotated-0_51968990-1,10290620,10291420,NA,2,NA,NA,10292220,10292830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10292220,10292830,NA,2,10290620,10291420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10294010,10295010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10326490,10327090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10337570,10338510,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10343710,10348120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10358300,10358940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10369210,10369820,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10376050,10376890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10387240,10387840,NA,2,NA,NA,10388640,10389240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10388640,10389240,NA,2,10387240,10387840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10395100,10396260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10401610,10402640,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10404080,10405870,NA,2,NA,NA,10405870,10406750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10405870,10406750,NA,2,10404080,10405870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10445350,10446020,NA,2,NA,NA,10446970,10447840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10446970,10447840,NA,2,10445350,10446020,NA,NA,NA,NA,NA,NA,NA,NA,FA,10448640,10449640,1,NA,NA
CH,annotated-0_51968990-1,10449640,10450240,NA,3,NA,NA,10451110,10452080,FA,10448640,10449640,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10450240,10451110,NA,3,10449640,10450240,10451110,10452080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10451110,10452080,NA,3,10449640,10450240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10453730,10455010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10464040,10464640,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10513000,10513610,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10535680,10536700,NA,3,NA,NA,10538300,10539300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10537570,10538300,NA,3,10535680,10536700,10538300,10539300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10538300,10539300,NA,3,10535680,10536700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10542050,10545020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10562140,10562780,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10565430,10566030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10570800,10571440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10572450,10573050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10583590,10584190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10585450,10586450,NA,2,NA,NA,10586450,10587240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10586450,10587240,NA,2,10585450,10586450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10589980,10590580,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10593430,10594030,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10604820,10607050,NA,2,NA,NA,10607850,10608450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10607850,10608450,NA,2,10604820,10607050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10639630,10641260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10644650,10645290,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10648220,10648820,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10649930,10650560,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10652280,10653110,NA,2,NA,NA,10653920,10654520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10653920,10654520,NA,2,10652280,10653110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10656830,10657870,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10776590,10777700,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10782950,10783890,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10787390,10787990,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10790840,10791820,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10794660,10795260,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10796830,10797490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10804020,10805170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10808270,10808870,NA,1,NA,NA,NA,NA,MA,10807270,10808270,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10809920,10811000,NA,2,NA,NA,10811800,10813760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10811800,10813760,NA,2,10809920,10811000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10819190,10819790,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10824110,10824720,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10825890,10826520,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10831300,10832500,NA,2,NA,NA,10833300,10833900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10833300,10833900,NA,2,10831300,10832500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10838100,10838700,NA,1,NA,NA,NA,NA,MA,10837100,10838100,1,NA,NA,MA,10838700,10839700,1,NA,NA
CH,annotated-0_51968990-1,10857850,10858480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,10858480,10859750,1,NA,NA
CH,annotated-0_51968990-1,10862410,10863560,NA,1,NA,NA,NA,NA,MA,10861410,10862410,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10868360,10869280,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10872020,10872740,NA,1,NA,NA,NA,NA,FA,10870580,10872020,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10879080,10879680,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10881880,10882480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10890090,10891550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10905050,10907230,NA,2,NA,NA,10908030,10908690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10908030,10908690,NA,2,10905050,10907230,NA,NA,NA,NA,NA,NA,NA,NA,FA,10908690,10910220,1,NA,NA
CH,annotated-0_51968990-1,10910220,10910910,NA,1,NA,NA,NA,NA,FA,10908690,10910220,1,NA,NA,FA,10911720,10912410,1,NA,NA
CH,annotated-0_51968990-1,10913670,10915270,NA,5,NA,NA,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10915270,10916270,NA,5,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10916270,10917270,NA,5,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10918100,10918720,NA,5,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10919550,10920150,NA,5,10913670,10915270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10922620,10923220,NA,2,NA,NA,10924100,10924700,MA,10921550,10922620,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10924100,10924700,NA,2,10922620,10923220,NA,NA,NA,NA,NA,NA,NA,NA,FA,10924700,10925700,1,NA,NA
CH,annotated-0_51968990-1,10925700,10926300,NA,1,NA,NA,NA,NA,FA,10924700,10925700,1,NA,NA,FA,10926300,10927300,1,NA,NA
CH,annotated-0_51968990-1,10929840,10930440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,10930440,10931440,1,NA,NA
CH,annotated-0_51968990-1,10940940,10941900,NA,2,NA,NA,10942700,10944870,MA,10938850,10940940,1,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10942700,10944870,NA,2,10940940,10941900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10946480,10947470,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10948500,10949980,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,10949980,10951000,1,NA,NA
CH,annotated-0_51968990-1,10953160,10953760,NA,2,NA,NA,10954560,10955160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10954560,10955160,NA,2,10953160,10953760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,10970090,10971350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11038560,11039710,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11042880,11043480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11049160,11050020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11054050,11054650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11059950,11061110,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11063720,11065270,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11081960,11082600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11085090,11085900,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11088650,11089780,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,11090580,11091590,1,NA,NA
CH,annotated-0_51968990-1,11104530,11105140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11113970,11114770,NA,2,NA,NA,11115580,11116200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11115580,11116200,NA,2,11113970,11114770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11122610,11124440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11126740,11128160,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11129470,11130130,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11133310,11133910,NA,3,NA,NA,11136670,11137270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11134710,11135840,NA,3,11133310,11133910,11136670,11137270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11136670,11137270,NA,3,11133310,11133910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11139250,11139850,NA,2,NA,NA,11139850,11140860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11139850,11140860,NA,2,11139250,11139850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11144090,11144690,NA,2,NA,NA,11145500,11146450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11145500,11146450,NA,2,11144090,11144690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11147950,11148550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11151820,11152420,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11153790,11154870,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11161010,11161610,NA,3,NA,NA,11163940,11164540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11162520,11163130,NA,3,11161010,11161610,11163940,11164540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11163940,11164540,NA,3,11161010,11161610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11169880,11171450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11174040,11174650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11176140,11176940,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11192420,11193180,NA,2,NA,NA,11194180,11195190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11194180,11195190,NA,2,11192420,11193180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11197930,11198550,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11202570,11203170,NA,2,NA,NA,11203170,11203980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11203170,11203980,NA,2,11202570,11203170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11210570,11212440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11213490,11214130,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11220510,11221110,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11228720,11229600,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11233680,11234280,NA,2,NA,NA,11235080,11235690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11235080,11235690,NA,2,11233680,11234280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11239520,11240120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11241450,11242050,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11245810,11246550,NA,3,NA,NA,11247480,11248510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11246550,11247480,NA,3,11245810,11246550,11247480,11248510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11247480,11248510,NA,3,11245810,11246550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11253680,11255230,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11264950,11266400,NA,3,NA,NA,11267400,11268060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11266400,11267400,NA,3,11264950,11266400,11267400,11268060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11267400,11268060,NA,3,11264950,11266400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH,annotated-0_51968990-1,11269190,11270190,NA,4,NA,NA,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
