speaker,annot.clip,start.ms,stop.ms,addressee,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.post.increment.start,response.post.increment.stop
CHN,annotated-0-FULL_RECORDING,10538300,10539300,NA,10535680,10536700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10542050,10545020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10562140,10562780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10565430,10566030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10570800,10571440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10572450,10573050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10583590,10584190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10585450,10586450,NA,NA,NA,10586450,10587240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10586450,10587240,NA,10585450,10586450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10589980,10590580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10593430,10594030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10604820,10607050,NA,NA,NA,10607850,10608450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10607850,10608450,NA,10604820,10607050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10639630,10641260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10644650,10645290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10648220,10648820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10649930,10650560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10652280,10653110,NA,NA,NA,10653920,10654520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10653920,10654520,NA,10652280,10653110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10656830,10657870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10776590,10777700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10782950,10783890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10787390,10787990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10790840,10791820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10794660,10795260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10796830,10797490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10804020,10805170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10808270,10808870,NA,NA,NA,NA,NA,MAN,10807270,10808270,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10809920,10811000,NA,NA,NA,10811800,10813760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10811800,10813760,NA,10809920,10811000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10819190,10819790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10824110,10824720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10831300,10832500,NA,NA,NA,10833300,10833900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10833300,10833900,NA,10831300,10832500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10838100,10838700,NA,NA,NA,NA,NA,MAN,10837100,10838100,NA,NA,MAN,10838700,10839700,NA,NA
CHN,annotated-0-FULL_RECORDING,10857850,10858480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,10858480,10859750,NA,NA
CHN,annotated-0-FULL_RECORDING,10862410,10863560,NA,NA,NA,NA,NA,MAN,10861410,10862410,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10868360,10869280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10872020,10872740,NA,NA,NA,NA,NA,FAN,10870580,10872020,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10879080,10879680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10881880,10882480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10890090,10891550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10905050,10907230,NA,NA,NA,10908030,10908690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10908030,10908690,NA,10905050,10907230,NA,NA,NA,NA,NA,NA,NA,FAN,10908690,10910220,NA,NA
CHN,annotated-0-FULL_RECORDING,10910220,10910910,NA,NA,NA,NA,NA,FAN,10908690,10910220,NA,NA,FAN,10911720,10912410,NA,NA
CHN,annotated-0-FULL_RECORDING,10913670,10915270,NA,NA,NA,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10915270,10916270,NA,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10916270,10917270,NA,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10918100,10918720,NA,10913670,10915270,10919550,10920150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10919550,10920150,NA,10913670,10915270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10922620,10923220,NA,NA,NA,10924100,10924700,MAN,10921550,10922620,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10924100,10924700,NA,10922620,10923220,NA,NA,NA,NA,NA,NA,NA,FAN,10924700,10925700,NA,NA
CHN,annotated-0-FULL_RECORDING,10925700,10926300,NA,NA,NA,NA,NA,FAN,10924700,10925700,NA,NA,FAN,10926300,10927300,NA,NA
CHN,annotated-0-FULL_RECORDING,10929840,10930440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,10930440,10931440,NA,NA
CHN,annotated-0-FULL_RECORDING,10940940,10941900,NA,NA,NA,10942700,10944870,MAN,10938850,10940940,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10942700,10944870,NA,10940940,10941900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10946480,10947470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10948500,10949980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,10949980,10951000,NA,NA
CHN,annotated-0-FULL_RECORDING,10953160,10953760,NA,NA,NA,10954560,10955160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10954560,10955160,NA,10953160,10953760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,10970090,10971350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11038560,11039710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11042880,11043480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11049160,11050020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11054050,11054650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11059950,11061110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11063720,11065270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11081960,11082600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11085090,11085900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11088650,11089780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,11090580,11091590,NA,NA
CHN,annotated-0-FULL_RECORDING,11104530,11105140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11113970,11114770,NA,NA,NA,11115580,11116200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11115580,11116200,NA,11113970,11114770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11122610,11124440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11126740,11128160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11129470,11130130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11133310,11133910,NA,NA,NA,11136670,11137270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11134710,11135840,NA,11133310,11133910,11136670,11137270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11136670,11137270,NA,11133310,11133910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11139250,11139850,NA,NA,NA,11139850,11140860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11139850,11140860,NA,11139250,11139850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11144090,11144690,NA,NA,NA,11145500,11146450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11145500,11146450,NA,11144090,11144690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11147950,11148550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11151820,11152420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11153790,11154870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11161010,11161610,NA,NA,NA,11163940,11164540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11162520,11163130,NA,11161010,11161610,11163940,11164540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11163940,11164540,NA,11161010,11161610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11169880,11171450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11174040,11174650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11176140,11176940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11192420,11193180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11194180,11195190,NA,11192420,11193180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11197930,11198550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11202570,11203170,NA,NA,NA,11203170,11203980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11203170,11203980,NA,11202570,11203170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11210570,11212440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11213490,11214130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11220510,11221110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11228720,11229600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11233680,11234280,NA,NA,NA,11235080,11235690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11235080,11235690,NA,11233680,11234280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11239520,11240120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11241450,11242050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11245810,11246550,NA,NA,NA,11247480,11248510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11246550,11247480,NA,11245810,11246550,11247480,11248510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11247480,11248510,NA,11245810,11246550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11253680,11255230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11264950,11266400,NA,NA,NA,11267400,11268060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11266400,11267400,NA,11264950,11266400,11267400,11268060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11267400,11268060,NA,11264950,11266400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11269190,11270190,NA,NA,NA,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11270190,11271220,NA,11269190,11270190,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11272090,11272690,NA,11269190,11270190,11273490,11275160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11273490,11275160,NA,11269190,11270190,NA,NA,NA,NA,NA,NA,NA,FAN,11275160,11276170,NA,NA
CHN,annotated-0-FULL_RECORDING,11277170,11278170,NA,NA,NA,NA,NA,FAN,11275160,11276170,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11288750,11289670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11310590,11311190,NA,NA,NA,11311990,11312590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11311990,11312590,NA,11310590,11311190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11313830,11314460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11318720,11322060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11325400,11326010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11327200,11327980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,11327980,11330050,NA,NA
CHN,annotated-0-FULL_RECORDING,11331690,11332340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11343690,11345480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11347580,11348180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,11348180,11349530,NA,NA
CHN,annotated-0-FULL_RECORDING,11352250,11353170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11358240,11358840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11373440,11374480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11391390,11392210,NA,NA,NA,NA,NA,FAN,11390390,11391390,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11419010,11419610,NA,NA,NA,11420560,11421160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11420560,11421160,NA,11419010,11419610,NA,NA,NA,NA,NA,NA,NA,FAN,11422050,11423140,NA,NA
CHN,annotated-0-FULL_RECORDING,11423970,11424830,NA,NA,NA,NA,NA,FAN,11422050,11423140,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11427070,11428120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11429170,11429770,NA,NA,NA,11430610,11432060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11430610,11432060,NA,11429170,11429770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11434340,11434970,NA,NA,NA,11435770,11436370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11435770,11436370,NA,11434340,11434970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11440280,11440880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11447510,11448310,NA,NA,NA,11449110,11450530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11449110,11450530,NA,11447510,11448310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11455300,11456230,NA,NA,NA,11457070,11459290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11457070,11459290,NA,11455300,11456230,NA,NA,NA,NA,NA,NA,NA,FAN,11460240,11461780,NA,NA
CHN,annotated-0-FULL_RECORDING,11468220,11468910,NA,NA,NA,11469760,11470410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11469760,11470410,NA,11468220,11468910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11471650,11472740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11477970,11478570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11488090,11489000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11512300,11512900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11522300,11523010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,11523010,11524140,NA,NA
CHN,annotated-0-FULL_RECORDING,11542160,11543150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11545210,11545990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11549350,11549950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11574690,11575290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11623460,11625480,NA,NA,NA,NA,NA,MAN,11621600,11622600,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11630500,11631140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11635660,11636850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11648410,11649010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11720340,11721140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11722290,11722890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11730810,11731990,NA,NA,NA,11732950,11733600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11732950,11733600,NA,11730810,11731990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11736740,11738440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11740570,11741580,NA,NA,NA,11743060,11744060,FAN,11739750,11740570,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11741580,11742240,NA,11740570,11741580,11743060,11744060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11743060,11744060,NA,11740570,11741580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11747790,11748620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11753630,11754540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11757680,11758890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11760220,11760850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11762900,11763500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11769730,11770660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11777160,11778160,NA,NA,NA,11779010,11779610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11779010,11779610,NA,11777160,11778160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11783590,11784490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAN,11784490,11785500,NA,NA
CHN,annotated-0-FULL_RECORDING,11790180,11791220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11792830,11793500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11796080,11798240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAN,11799040,11800040,NA,NA
CHN,annotated-0-FULL_RECORDING,11800840,11801830,NA,NA,NA,11802670,11803450,FAN,11799040,11800040,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11802670,11803450,NA,11800840,11801830,NA,NA,NA,NA,NA,NA,NA,FAN,11803450,11804450,NA,NA
CHN,annotated-0-FULL_RECORDING,11804450,11805720,NA,NA,NA,NA,NA,FAN,11803450,11804450,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11842480,11843080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11844720,11845580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHN,annotated-0-FULL_RECORDING,11847770,11849190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
