speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms,random.run.num
CH,annotated-0_51968990-1,30314255,30316125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,30316706,30317456,1,NA,NA,902,CH,30314255,CH,30319592,NA,NA,NA,1
CH,annotated-0_51968990-1,30317189,30318329,NA,2,NA,NA,30318992,30319592,CX,30316706,30317456,1,NA,NA,NA,NA,NA,NA,NA,NA,902,CH,30314255,CH,30319592,NA,NA,NA,1
CH,annotated-0_51968990-1,30318992,30319592,NA,2,30317189,30318329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,CH,30314255,CH,30319592,NA,NA,NA,1
CH,annotated-0_51968990-1,30344757,30345357,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,30344757,30345357,1
CH,annotated-0_51968990-1,30360695,30361895,NA,1,NA,NA,NA,NA,FA,30358374,30359564,1,NA,NA,MA,30363481,30364521,1,NA,NA,903,FA,30358374,FA,30369280,NA,NA,NA,1
CH,annotated-0_51968990-1,30366147,30366747,NA,1,NA,NA,NA,NA,MA,30363481,30364521,1,NA,NA,FA,30368280,30369280,1,NA,NA,903,FA,30358374,FA,30369280,NA,NA,NA,1
CH,annotated-0_51968990-1,30376244,30376954,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,30378058,30381838,1,NA,NA,904,CH,30376244,FA,30381838,NA,NA,NA,1
CH,annotated-0_51968990-1,30377567,30378237,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,CH,30376244,FA,30381838,NA,NA,NA,1
CH,annotated-0_51968990-1,30384963,30386073,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,30384963,30386073,1
CH,annotated-0_51968990-1,30392731,30393461,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,30394942,30397652,1,NA,NA,905,CH,30392731,CH,30404286,NA,NA,NA,1
CH,annotated-0_51968990-1,30394992,30395592,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,CH,30392731,CH,30404286,NA,NA,NA,1
CH,annotated-0_51968990-1,30397931,30400171,NA,1,NA,NA,NA,NA,FA,30394942,30397652,1,NA,NA,FA,30399675,30402235,1,NA,NA,905,CH,30392731,CH,30404286,NA,NA,NA,1
CH,annotated-0_51968990-1,30403436,30404286,NA,1,NA,NA,NA,NA,FA,30399675,30402235,1,NA,NA,NA,NA,NA,NA,NA,NA,905,CH,30392731,CH,30404286,NA,NA,NA,1
CH,annotated-0_51968990-1,30414136,30415096,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,30414136,30415096,1
CH,annotated-0_51968990-1,30424140,30425250,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,30424140,30425250,1
CH,annotated-0_51968990-1,30444635,30445235,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,30445858,30446668,1,NA,NA,906,CH,30444635,CX,30446668,NA,NA,NA,1
CH,annotated-0_51968990-1,30478997,30479747,NA,1,NA,NA,NA,NA,CX,30478389,30479359,2,30476565,30477535,CX,30479636,30480976,1,NA,NA,907,CX,30476565,CX,30480976,NA,NA,NA,1
CH,annotated-0_51968990-1,30498068,30500018,NA,1,NA,NA,NA,NA,MA,30497611,30498661,1,NA,NA,NA,NA,NA,NA,NA,NA,908,MA,30497611,CH,30500018,NA,NA,NA,1
CH,annotated-0_51968990-1,30514156,30515626,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,30516507,30517307,1,NA,NA,909,CH,30514156,CX,30517307,NA,NA,NA,1
CH,annotated-0_51968990-1,30520298,30520898,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,30520298,30520898,1
CH,annotated-0_51968990-1,30545196,30546996,NA,1,NA,NA,NA,NA,MA,30543792,30545312,1,NA,NA,MA,30547551,30548571,1,NA,NA,910,MA,30543792,CX,30550887,NA,NA,NA,1
CH,annotated-0_51968990-1,30548942,30549542,NA,1,NA,NA,NA,NA,MA,30547551,30548571,1,NA,NA,CX,30550287,30550887,1,NA,NA,910,MA,30543792,CX,30550887,NA,NA,NA,1
CH,annotated-0_51968990-1,30555791,30556511,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793,30555791,30556511,1
CH,annotated-0_51968990-1,30616275,30617185,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,30617726,30619346,1,NA,NA,911,CH,30616275,CX,30621723,NA,NA,NA,1
CH,annotated-0_51968990-1,30619428,30620028,NA,1,NA,NA,NA,NA,FA,30617726,30619346,1,NA,NA,CX,30620923,30621723,1,NA,NA,911,CH,30616275,CX,30621723,NA,NA,NA,1
CH,annotated-0_51968990-1,30629422,30630332,NA,2,NA,NA,30631188,30632098,FA,30627974,30629274,1,NA,NA,NA,NA,NA,NA,NA,NA,912,FA,30627974,CH,30632098,NA,NA,NA,1
CH,annotated-0_51968990-1,30631188,30632098,NA,2,30629422,30630332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,FA,30627974,CH,30632098,NA,NA,NA,1
CH,annotated-0_51968990-1,30653478,30654908,NA,3,NA,NA,30657863,30658533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,CH,30653478,MA,30661603,NA,NA,NA,1
CH,annotated-0_51968990-1,30654926,30656646,NA,3,30653478,30654908,30657863,30658533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,CH,30653478,MA,30661603,NA,NA,NA,1
CH,annotated-0_51968990-1,30657863,30658533,NA,3,30653478,30654908,NA,NA,NA,NA,NA,NA,NA,NA,MA,30660483,30661603,1,NA,NA,913,CH,30653478,MA,30661603,NA,NA,NA,1
CH,annotated-0_51968990-1,30659647,30660447,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,CH,30653478,MA,30661603,NA,NA,NA,1
CH,annotated-0_51968990-1,30668654,30669364,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,30668654,30669364,1
CH,annotated-0_51968990-1,30671735,30672525,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,30671735,30672525,1
CH,annotated-0_51968990-1,30679653,30680263,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,FA,30679185,CH,30683419,NA,NA,NA,1
CH,annotated-0_51968990-1,30682259,30683419,NA,1,NA,NA,NA,NA,FA,30679185,30683045,1,NA,NA,NA,NA,NA,NA,NA,NA,914,FA,30679185,CH,30683419,NA,NA,NA,1
CH,annotated-0_51968990-1,30710803,30712133,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,30710803,30712133,1
CH,annotated-0_51968990-1,30734702,30735512,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,30734702,30735512,1
CH,annotated-0_51968990-1,30749951,30750551,NA,1,NA,NA,NA,NA,FA,30746935,30748905,1,NA,NA,NA,NA,NA,NA,NA,NA,915,FA,30746935,CH,30750551,NA,NA,NA,1
CH,annotated-0_51968990-1,30777538,30778138,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,30777538,30778138,1
CH,annotated-0_51968990-1,30791390,30792440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,30794362,30796402,1,NA,NA,916,CH,30791390,CX,30796402,NA,NA,NA,1
CH,annotated-0_51968990-1,30806633,30808413,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,30807713,30808513,1,NA,NA,917,CH,30806633,CH,30811916,NA,NA,NA,1
CH,annotated-0_51968990-1,30810446,30811916,NA,1,NA,NA,NA,NA,CX,30807713,30808513,1,NA,NA,NA,NA,NA,NA,NA,NA,917,CH,30806633,CH,30811916,NA,NA,NA,1
CH,annotated-0_51968990-1,30823722,30825172,NA,1,NA,NA,NA,NA,FA,30822363,30823543,2,30820846,30821956,CX,30824760,30825930,1,NA,NA,918,FA,30820846,CX,30825930,NA,NA,NA,1
CH,annotated-0_51968990-1,30840052,30840862,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,30841708,30842718,1,NA,NA,919,CH,30840052,MA,30842718,NA,NA,NA,1
CH,annotated-0_51968990-1,30886821,30888351,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,30886821,30888351,1
CH,annotated-0_51968990-1,30899882,30900692,NA,2,NA,NA,30902392,30904562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,30899882,30904562,1
CH,annotated-0_51968990-1,30902392,30904562,NA,2,30899882,30900692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,30899882,30904562,1
CH,annotated-0_51968990-1,30910198,30911648,NA,1,NA,NA,NA,NA,FA,30906820,30908250,1,NA,NA,NA,NA,NA,NA,NA,NA,920,FA,30906820,CH,30911648,NA,NA,NA,1
CH,annotated-0_51968990-1,30926817,30927417,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,30926817,30927417,1
CH,annotated-0_51968990-1,30934977,30936407,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,30938201,30939671,1,NA,NA,921,CH,30934977,CH,30943238,NA,NA,NA,1
CH,annotated-0_51968990-1,30936818,30938278,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,CH,30934977,CH,30943238,NA,NA,NA,1
CH,annotated-0_51968990-1,30940776,30941526,NA,2,NA,NA,30942398,30943238,FA,30938201,30939671,1,NA,NA,NA,NA,NA,NA,NA,NA,921,CH,30934977,CH,30943238,NA,NA,NA,1
CH,annotated-0_51968990-1,30942398,30943238,NA,2,30940776,30941526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,CH,30934977,CH,30943238,NA,NA,NA,1
CH,annotated-0_51968990-1,30995203,30995833,NA,2,NA,NA,30997444,30998044,MA,30994775,30995775,1,NA,NA,NA,NA,NA,NA,NA,NA,922,MA,30994775,CH,30998044,NA,NA,NA,1
CH,annotated-0_51968990-1,30997444,30998044,NA,2,30995203,30995833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922,MA,30994775,CH,30998044,NA,NA,NA,1
CH,annotated-0_51968990-1,31011338,31012728,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,31011338,31012728,1
CH,annotated-0_51968990-1,31018296,31018896,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,31018296,31018896,1
CH,annotated-0_51968990-1,31045050,31045650,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31047447,31049047,1,NA,NA,923,CH,31045050,CX,31049047,NA,NA,NA,1
CH,annotated-0_51968990-1,31095482,31098762,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31100700,31101710,1,NA,NA,924,CH,31095482,FA,31101710,NA,NA,NA,1
CH,annotated-0_51968990-1,31156538,31157558,NA,1,NA,NA,NA,NA,CX,31154731,31156201,1,NA,NA,CX,31157952,31158762,1,NA,NA,925,CX,31154731,CH,31159090,NA,NA,NA,1
CH,annotated-0_51968990-1,31157860,31159090,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,CX,31154731,CH,31159090,NA,NA,NA,1
CH,annotated-0_51968990-1,31163067,31163867,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,31164878,31165878,1,NA,NA,926,CH,31163067,MA,31165878,NA,NA,NA,1
CH,annotated-0_51968990-1,31164784,31165384,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,CH,31163067,MA,31165878,NA,NA,NA,1
CH,annotated-0_51968990-1,31172061,31172761,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,31172061,31172761,1
CH,annotated-0_51968990-1,31177880,31179260,NA,2,NA,NA,31180109,31180709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,31177880,31180709,1
CH,annotated-0_51968990-1,31180109,31180709,NA,2,31177880,31179260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,31177880,31180709,1
CH,annotated-0_51968990-1,31183220,31183830,NA,1,NA,NA,NA,NA,CX,31182835,31183635,1,NA,NA,NA,NA,NA,NA,NA,NA,927,CX,31182835,CH,31183830,NA,NA,NA,1
CH,annotated-0_51968990-1,31217230,31218380,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,31217230,31218380,1
CH,annotated-0_51968990-1,31251701,31252391,NA,3,NA,NA,31254116,31254746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,31251701,31254746,1
CH,annotated-0_51968990-1,31253158,31253758,NA,3,31251701,31252391,31254116,31254746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,31251701,31254746,1
CH,annotated-0_51968990-1,31254116,31254746,NA,3,31251701,31252391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,31251701,31254746,1
CH,annotated-0_51968990-1,31286587,31287187,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,31286587,31287187,1
CH,annotated-0_51968990-1,31314446,31317236,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31316784,31318914,1,NA,NA,928,CH,31314446,CX,31318914,NA,NA,NA,1
CH,annotated-0_51968990-1,31340649,31341249,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,31340649,31341249,1
CH,annotated-0_51968990-1,31353266,31355116,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,31353266,31355116,1
CH,annotated-0_51968990-1,31365437,31366217,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,31365437,31366217,1
CH,annotated-0_51968990-1,31390413,31391963,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31393734,31395554,1,NA,NA,929,CH,31390413,FA,31395554,NA,NA,NA,1
CH,annotated-0_51968990-1,31406800,31408370,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31408993,31409993,1,NA,NA,930,CH,31406800,FA,31409993,NA,NA,NA,1
CH,annotated-0_51968990-1,31417327,31418157,NA,1,NA,NA,NA,NA,MA,31415245,31416645,1,NA,NA,CX,31420102,31421332,1,NA,NA,931,MA,31415245,CX,31421332,NA,NA,NA,1
CH,annotated-0_51968990-1,31427553,31428153,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,31427553,31428153,1
CH,annotated-0_51968990-1,31454424,31455024,NA,1,NA,NA,NA,NA,CX,31451662,31452582,1,NA,NA,FA,31455866,31457336,1,NA,NA,932,CX,31451662,FA,31457336,NA,NA,NA,1
CH,annotated-0_51968990-1,31466825,31468545,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813,31466825,31468545,1
CH,annotated-0_51968990-1,31474899,31475729,NA,1,NA,NA,NA,NA,MA,31473227,31474227,1,NA,NA,NA,NA,NA,NA,NA,NA,933,MA,31473227,CH,31475729,NA,NA,NA,1
CH,annotated-0_51968990-1,31485802,31486402,NA,2,NA,NA,31487564,31488704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934,CH,31485802,FA,31490884,NA,NA,NA,1
CH,annotated-0_51968990-1,31487564,31488704,NA,2,31485802,31486402,NA,NA,NA,NA,NA,NA,NA,NA,FA,31489824,31490884,1,NA,NA,934,CH,31485802,FA,31490884,NA,NA,NA,1
CH,annotated-0_51968990-1,31498493,31499093,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,31498493,31499093,1
CH,annotated-0_51968990-1,31502298,31502928,NA,3,NA,NA,31505596,31506196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,31502298,31506196,1
CH,annotated-0_51968990-1,31504758,31505358,NA,3,31502298,31502928,31505596,31506196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,31502298,31506196,1
CH,annotated-0_51968990-1,31505596,31506196,NA,3,31502298,31502928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,31502298,31506196,1
CH,annotated-0_51968990-1,31510899,31511499,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,31510899,31511499,1
CH,annotated-0_51968990-1,31537900,31538500,NA,1,NA,NA,NA,NA,CX,31536205,31537005,1,NA,NA,NA,NA,NA,NA,NA,NA,935,CX,31536205,CH,31538500,NA,NA,NA,1
CH,annotated-0_51968990-1,31542188,31542788,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31543031,31543831,1,NA,NA,936,CH,31542188,CX,31543831,NA,NA,NA,1
CH,annotated-0_51968990-1,31558150,31559170,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31559957,31560957,1,NA,NA,937,CH,31558150,FA,31560957,NA,NA,NA,1
CH,annotated-0_51968990-1,31574484,31575604,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31575323,31576343,1,NA,NA,938,CH,31574484,CH,31577808,NA,NA,NA,1
CH,annotated-0_51968990-1,31577208,31577808,NA,1,NA,NA,NA,NA,FA,31575323,31576343,1,NA,NA,NA,NA,NA,NA,NA,NA,938,CH,31574484,CH,31577808,NA,NA,NA,1
CH,annotated-0_51968990-1,31600817,31601757,NA,1,NA,NA,NA,NA,FA,31598546,31600976,2,31596731,31597981,NA,NA,NA,NA,NA,NA,939,FA,31596731,CH,31601757,NA,NA,NA,1
CH,annotated-0_51968990-1,31609068,31610638,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,31609068,31610638,1
CH,annotated-0_51968990-1,31632703,31634083,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31633301,31634321,1,NA,NA,940,CH,31632703,CX,31634321,NA,NA,NA,1
CH,annotated-0_51968990-1,31638921,31639651,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31641406,31642236,1,NA,NA,941,CH,31638921,CX,31642236,NA,NA,NA,1
CH,annotated-0_51968990-1,31640015,31640685,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,CH,31638921,CX,31642236,NA,NA,NA,1
CH,annotated-0_51968990-1,31683720,31684470,NA,1,NA,NA,NA,NA,CX,31683567,31684367,1,NA,NA,NA,NA,NA,NA,NA,NA,942,CX,31683567,CH,31684470,NA,NA,NA,1
CH,annotated-0_51968990-1,31695732,31696382,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31696298,31697528,1,NA,NA,943,CH,31695732,FA,31697528,NA,NA,NA,1
CH,annotated-0_51968990-1,31708693,31709293,NA,1,NA,NA,NA,NA,MA,31706949,31708509,1,NA,NA,NA,NA,NA,NA,NA,NA,944,MA,31706949,CH,31709293,NA,NA,NA,1
CH,annotated-0_51968990-1,31719239,31720559,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31719976,31722206,1,NA,NA,945,CH,31719239,FA,31722206,NA,NA,NA,1
CH,annotated-0_51968990-1,31748478,31750138,NA,1,NA,NA,NA,NA,FA,31747541,31748581,1,NA,NA,NA,NA,NA,NA,NA,NA,946,FA,31747541,CH,31750138,NA,NA,NA,1
CH,annotated-0_51968990-1,31761181,31762041,NA,1,NA,NA,NA,NA,FA,31759684,31761224,2,31756909,31757909,CX,31763836,31764716,1,NA,NA,947,FA,31756909,CX,31764716,NA,NA,NA,1
CH,annotated-0_51968990-1,31776030,31776950,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,31776030,31776950,1
CH,annotated-0_51968990-1,31800313,31803343,NA,1,NA,NA,NA,NA,CX,31798151,31799381,2,31796200,31797370,MA,31804993,31806253,1,NA,NA,948,CX,31796200,MA,31806253,NA,NA,NA,1
CH,annotated-0_51968990-1,31812947,31813737,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,31812947,31813737,1
CH,annotated-0_51968990-1,31820512,31821112,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,31820512,31821112,1
CH,annotated-0_51968990-1,31826422,31827022,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,31828927,31829927,1,NA,NA,949,CH,31826422,FA,31829927,NA,NA,NA,1
CH,annotated-0_51968990-1,31836344,31837604,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,31836344,31837604,1
CH,annotated-0_51968990-1,31844810,31847340,NA,1,NA,NA,NA,NA,MA,31844298,31845518,1,NA,NA,NA,NA,NA,NA,NA,NA,950,MA,31844298,CH,31847340,NA,NA,NA,1
CH,annotated-0_51968990-1,31874674,31875274,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,31874674,31875274,1
CH,annotated-0_51968990-1,31882606,31883476,NA,1,NA,NA,NA,NA,CX,31880525,31881685,1,NA,NA,NA,NA,NA,NA,NA,NA,951,CX,31880525,CH,31883476,NA,NA,NA,1
CH,annotated-0_51968990-1,31893489,31896319,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,31893489,31896319,1
CH,annotated-0_51968990-1,31911685,31913185,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,31913086,31914276,1,NA,NA,952,CH,31911685,CX,31914276,NA,NA,NA,1
CH,annotated-0_51968990-1,32028203,32028873,NA,2,NA,NA,32030685,32031285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,CH,32028203,FA,32032313,NA,NA,NA,1
CH,annotated-0_51968990-1,32030685,32031285,NA,2,32028203,32028873,NA,NA,NA,NA,NA,NA,NA,NA,FA,32031213,32032313,1,NA,NA,953,CH,32028203,FA,32032313,NA,NA,NA,1
CH,annotated-0_51968990-1,32035561,32041461,NA,2,NA,NA,32043056,32044166,CX,32034446,32035316,1,NA,NA,NA,NA,NA,NA,NA,NA,954,CX,32034446,CH,32044166,NA,NA,NA,1
CH,annotated-0_51968990-1,32043056,32044166,NA,2,32035561,32041461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954,CX,32034446,CH,32044166,NA,NA,NA,1
CH,annotated-0_51968990-1,32068868,32070418,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FA,32069899,32071099,1,NA,NA,955,CH,32068868,FA,32075058,NA,NA,NA,1
CH,annotated-0_51968990-1,32072291,32073261,NA,1,NA,NA,NA,NA,MA,32070118,32071118,1,NA,NA,FA,32074058,32075058,1,NA,NA,955,CH,32068868,FA,32075058,NA,NA,NA,1
CH,annotated-0_51968990-1,32088734,32089384,NA,2,NA,NA,32090747,32092537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,32088734,32092537,1
CH,annotated-0_51968990-1,32090747,32092537,NA,2,32088734,32089384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,32088734,32092537,1
CH,annotated-0_51968990-1,32102988,32104228,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,32102988,32104228,1
CH,annotated-0_51968990-1,32117811,32120281,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CX,32120223,32121023,1,NA,NA,956,CH,32117811,FA,32122043,NA,NA,NA,1
CH,annotated-0_51968990-1,32120532,32121152,NA,1,NA,NA,NA,NA,CX,32120223,32121023,1,NA,NA,FA,32121033,32122043,1,NA,NA,956,CH,32117811,FA,32122043,NA,NA,NA,1
CH,annotated-0_51968990-1,32144119,32145119,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,32144119,32145119,1
CH,annotated-0_51968990-1,32147128,32147978,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,32147128,32147978,1
CH,annotated-0_51968990-1,32157573,32159323,NA,2,NA,NA,32159364,32159994,CX,32155031,32155901,1,NA,NA,NA,NA,NA,NA,NA,NA,957,CX,32155031,CH,32159994,NA,NA,NA,1
